entry_date,entry_price,exit_date,exit_price,return,pnl,holding_days,exit_reason,stop_loss_pct,used_swing_low,swing_distance_pct,buffer_pct,ticker
2024-01-24,80.80267333984375,2024-03-07,77.44147491455078,-0.0415976141179919,-41.597614117991895,43,time_limit,0.063837990548161,True,0.0404593801057655,0.0233786104423954,MMM
2024-11-04,127.23999786376952,2024-12-17,128.0500030517578,0.006365963545956,6.365963545956088,43,time_limit,0.0416813678059717,True,0.021534092343377,0.0201472754625946,MMM
2025-03-07,144.69000244140625,2025-04-04,126.91000366210938,-0.122883395392139,-122.883395392139,28,stop_loss,0.0480893787314157,True,0.0270233160282983,0.0210660627031174,MMM
2025-04-07,124.7300033569336,2025-05-12,150.3300018310547,0.2052433078259676,205.2433078259677,35,target_reached,0.0526818979931736,True,0.0220476222720083,0.0306342757211653,MMM
2024-07-24,80.87999725341797,2024-09-05,77.86000061035156,-0.0373392278143133,-37.33922781431331,43,time_limit,0.04,True,0.012982139688672,0.0260162336512135,AOS
2024-10-25,77.37000274658203,2024-11-12,73.13999938964844,-0.0546723950726557,-54.67239507265575,18,stop_loss,0.04,True,0.0108569721786944,0.0211860419332402,AOS
2024-12-18,71.08000183105469,2025-01-02,67.33000183105469,-0.0527574550281122,-52.75745502811225,15,stop_loss,0.0455889643616223,True,0.0308103880837189,0.0147785762779033,AOS
2025-01-22,71.93000030517578,2025-02-04,65.66000366210938,-0.0871680330385769,-87.1680330385769,13,stop_loss,0.0824254315978752,True,0.0657584225895414,0.0166670090083338,AOS
2025-02-05,66.0,2025-03-20,66.70999908447266,0.0107575618859492,10.75756188594923,43,time_limit,0.04,True,0.0160605690696022,0.019293555137486,AOS
2025-04-04,62.63999938964844,2025-04-08,59.630001068115234,-0.0480523363803004,-48.05233638030049,4,stop_loss,0.04,True,0.0119731801932926,0.0166443976368305,AOS
2025-04-09,59.18000030517578,2025-05-02,68.44999694824219,0.1566406994806262,156.6406994806262,23,target_reached,0.04,True,0.0059141343750632,0.0230778552150813,AOS
2024-11-15,169.6300048828125,2024-12-31,177.6999969482422,0.047574083789037,47.57408378903705,46,time_limit,0.0571873464051246,True,0.0289453724033163,0.0282419740018083,ABBV
2025-04-08,187.6000061035156,2025-05-21,181.8000030517578,-0.030916859611174,-30.916859611174075,43,time_limit,0.1,True,0.0814498842332953,0.0323282590818298,ABBV
2025-04-04,296.79998779296875,2025-05-19,319.3900146484375,0.0761119534520544,76.11195345205446,45,time_limit,0.0676051120207601,True,0.0411050612911856,0.0265000507295744,ACN
2025-07-24,281.7799987792969,2025-07-31,267.1000061035156,-0.0520973551684883,-52.09735516848835,7,stop_loss,0.04,True,0.0206544373249758,0.0157722939065232,ACN
2025-08-01,264.6300048828125,2025-08-05,247.07000732421875,-0.0663567896103465,-66.35678961034652,4,stop_loss,0.0557784594800169,True,0.0394135500212422,0.0163649094587746,ACN
2025-08-06,247.6999969482422,2025-09-16,236.8099975585937,-0.0439644712305909,-43.964471230591,41,stop_loss,0.04,True,0.0149374121672488,0.0183173896016965,ACN
2025-09-17,237.72999572753903,2025-10-29,247.75,0.0421486747677597,42.14867476775974,42,time_limit,0.04,True,0.0079922345965206,0.0195685372104205,ACN
2025-11-04,246.97000122070312,2025-12-09,269.5299987792969,0.0913471168444994,91.34711684449948,35,end_of_data,0.0420738071994917,True,0.0238895164081563,0.0181842907913354,ACN
2024-01-02,589.510009765625,2024-01-05,564.5999755859375,-0.0422554897576568,-42.2554897576568,3,stop_loss,0.04,True,0.021628131480022,0.0182305434950095,ADBE
2024-02-15,606.0,2024-02-16,546.6599731445312,-0.0979208363951629,-97.92083639516292,1,stop_loss,0.0461841439506268,True,0.0267821459880363,0.0194019979625905,ADBE
2024-02-20,531.5,2024-03-15,492.4599914550781,-0.0734525090214899,-73.45250902148992,24,stop_loss,0.04,True,0.0065663033572436,0.024186282214527,ADBE
2024-03-22,509.0700073242188,2024-04-19,465.0199890136719,-0.0865303743626211,-86.53037436262112,28,stop_loss,0.0777175906021736,True,0.0472823128016045,0.0304352778005691,ADBE
2024-04-22,470.2200012207031,2024-05-30,445.8699951171875,-0.0517842840379022,-51.78428403790225,38,stop_loss,0.04,True,0.0168857182186929,0.0166179344221552,ADBE
2024-05-31,447.7200012207031,2024-06-14,525.3099975585938,0.1733002683068489,173.30026830684898,14,target_reached,0.0503023816702884,True,0.0307111586762056,0.0195912229940827,ADBE
2024-08-06,513.6900024414062,2024-09-18,508.1300048828125,-0.0108236436998361,-10.823643699836127,43,time_limit,0.0484747744923652,True,0.0266503190179719,0.0218244554743933,ADBE
